ADDRESS,SEQUENCE
x,"[['_SUITE_'], ['_ADDRESS_']]"
x,"[['_ADDRESS_']]"
x,"[['_ADDRESS_'], ['_SUITE_']]"
x,"[['_ADDRESS_'], ['_DIR_']]"
x,"[['_ADDRESS_'], ['_DIR_'], ['_SUITE_']]"
x,"[['_POBOX_']]"
