id	char	class	unicode_bytes
112	🛐	main_component	"b'\\U0001f6d0'"
113	💨	main_component	"b'\\U0001f4a8'"
114	🦠	main_component	"b'\\U0001f9a0'"
115	🥐	main_component	"b'\\U0001f950'"
116	📰	main_component	"b'\\U0001f4f0'"
117	🚣	main_component	"b'\\U0001f6a3'"
118	🚢	main_component	"b'\\U0001f6a2'"
119	🔕	main_component	"b'\\U0001f515'"
120	☠	main_component	"b'\\u2620'"
121	🖱	main_component	"b'\\U0001f5b1'"
122	🌕	main_component	"b'\\U0001f315'"
123	👳	main_component	"b'\\U0001f473'"
124	🎧	main_component	"b'\\U0001f3a7'"
125	🦴	main_component	"b'\\U0001f9b4'"
126	🐄	main_component	"b'\\U0001f404'"
127	✖	main_component	"b'\\u2716'"
128	🍀	main_component	"b'\\U0001f340'"
129	🏡	main_component	"b'\\U0001f3e1'"
130	🆔	main_component	"b'\\U0001f194'"
131	💭	main_component	"b'\\U0001f4ad'"
132	🔝	main_component	"b'\\U0001f51d'"
133	🐪	main_component	"b'\\U0001f42a'"
134	🥛	main_component	"b'\\U0001f95b'"
135	👑	main_component	"b'\\U0001f451'"
136	♣	main_component	"b'\\u2663'"
137	🖼	main_component	"b'\\U0001f5bc'"
138	◻	main_component	"b'\\u25fb'"
139	🚚	main_component	"b'\\U0001f69a'"
140	🗨	main_component	"b'\\U0001f5e8'"
141	🌽	main_component	"b'\\U0001f33d'"
142	◼	main_component	"b'\\u25fc'"
143	👊	main_component	"b'\\U0001f44a'"
144	🦍	main_component	"b'\\U0001f98d'"
145	💁	main_component	"b'\\U0001f481'"
146	👧	main_component	"b'\\U0001f467'"
147	🐋	main_component	"b'\\U0001f40b'"
148	🌱	main_component	"b'\\U0001f331'"
149	🌄	main_component	"b'\\U0001f304'"
150	🔙	main_component	"b'\\U0001f519'"
151	🚌	main_component	"b'\\U0001f68c'"
152	🕌	main_component	"b'\\U0001f54c'"
153	🍒	main_component	"b'\\U0001f352'"
154	🔊	main_component	"b'\\U0001f50a'"
155	💢	main_component	"b'\\U0001f4a2'"
156	💦	main_component	"b'\\U0001f4a6'"
157	⚗	main_component	"b'\\u2697'"
158	💥	main_component	"b'\\U0001f4a5'"
159	👝	main_component	"b'\\U0001f45d'"
160	♒	main_component	"b'\\u2652'"
161	🔴	main_component	"b'\\U0001f534'"
162	🍜	main_component	"b'\\U0001f35c'"
163	🛣	main_component	"b'\\U0001f6e3'"
164	🎾	main_component	"b'\\U0001f3be'"
165	🧽	main_component	"b'\\U0001f9fd'"
166	🐜	main_component	"b'\\U0001f41c'"
167	🕓	main_component	"b'\\U0001f553'"
168	💅	main_component	"b'\\U0001f485'"
169	🈁	main_component	"b'\\U0001f201'"
170	🏇	main_component	"b'\\U0001f3c7'"
171	🚏	main_component	"b'\\U0001f68f'"
172	⛎	main_component	"b'\\u26ce'"
173	🐳	main_component	"b'\\U0001f433'"
174	🏞	main_component	"b'\\U0001f3de'"
175	🎶	main_component	"b'\\U0001f3b6'"
176	🥬	main_component	"b'\\U0001f96c'"
177	🎐	main_component	"b'\\U0001f390'"
178	🙉	main_component	"b'\\U0001f649'"
179	🤼	main_component	"b'\\U0001f93c'"
180	🛵	main_component	"b'\\U0001f6f5'"
181	🦖	main_component	"b'\\U0001f996'"
182	🤡	main_component	"b'\\U0001f921'"
183	👍	main_component	"b'\\U0001f44d'"
184	🦰	main_component	"b'\\U0001f9b0'"
185	🥚	main_component	"b'\\U0001f95a'"
186	🖇	main_component	"b'\\U0001f587'"
187	🧫	main_component	"b'\\U0001f9eb'"
188	🌔	main_component	"b'\\U0001f314'"
189	🐡	main_component	"b'\\U0001f421'"
190	🤮	main_component	"b'\\U0001f92e'"
191	📲	main_component	"b'\\U0001f4f2'"
192	💑	main_component	"b'\\U0001f491'"
193	🐣	main_component	"b'\\U0001f423'"
194	🥕	main_component	"b'\\U0001f955'"
195	🐒	main_component	"b'\\U0001f412'"
196	🧨	main_component	"b'\\U0001f9e8'"
197	🗓	main_component	"b'\\U0001f5d3'"
198	9	main_component	b'9'
199	🤔	main_component	"b'\\U0001f914'"
200	👬	main_component	"b'\\U0001f46c'"
201	😛	main_component	"b'\\U0001f61b'"
202	🛏	main_component	"b'\\U0001f6cf'"
203	🐩	main_component	"b'\\U0001f429'"
204	🥇	main_component	"b'\\U0001f947'"
205	✴	main_component	"b'\\u2734'"
206	♊	main_component	"b'\\u264a'"
207	⛱	main_component	"b'\\u26f1'"
208	🍳	main_component	"b'\\U0001f373'"
209	🚭	main_component	"b'\\U0001f6ad'"
210	🦑	main_component	"b'\\U0001f991'"
211	🚠	main_component	"b'\\U0001f6a0'"
212	↙	main_component	"b'\\u2199'"
213	💞	main_component	"b'\\U0001f49e'"
214	🕴	main_component	"b'\\U0001f574'"
215	🔋	main_component	"b'\\U0001f50b'"
216	💾	main_component	"b'\\U0001f4be'"
217	✒	main_component	"b'\\u2712'"
218	😶	main_component	"b'\\U0001f636'"
219	🌺	main_component	"b'\\U0001f33a'"
220	💛	main_component	"b'\\U0001f49b'"
221	🚜	main_component	"b'\\U0001f69c'"
222	📌	main_component	"b'\\U0001f4cc'"
223	🔻	main_component	"b'\\U0001f53b'"
224	🌖	main_component	"b'\\U0001f316'"
225	🌬	main_component	"b'\\U0001f32c'"
226	🥶	main_component	"b'\\U0001f976'"
227	💜	main_component	"b'\\U0001f49c'"
228	🧘	main_component	"b'\\U0001f9d8'"
229	▫	main_component	"b'\\u25ab'"
230	😷	main_component	"b'\\U0001f637'"
231	👭	main_component	"b'\\U0001f46d'"
232	💱	main_component	"b'\\U0001f4b1'"
233	🖐	main_component	"b'\\U0001f590'"
234	🈸	main_component	"b'\\U0001f238'"
235	♏	main_component	"b'\\u264f'"
236	🕷	main_component	"b'\\U0001f577'"
237	🛁	main_component	"b'\\U0001f6c1'"
238	🚳	main_component	"b'\\U0001f6b3'"
239	✔	main_component	"b'\\u2714'"
240	🎏	main_component	"b'\\U0001f38f'"
241	🔦	main_component	"b'\\U0001f526'"
242	🦗	main_component	"b'\\U0001f997'"
243	🎀	main_component	"b'\\U0001f380'"
244	💀	main_component	"b'\\U0001f480'"
245	↩	main_component	"b'\\u21a9'"
246	🥯	main_component	"b'\\U0001f96f'"
247	🐶	main_component	"b'\\U0001f436'"
248	🧑	main_component	"b'\\U0001f9d1'"
249	⭐	main_component	"b'\\u2b50'"
250	↖	main_component	"b'\\u2196'"
251	🚶	main_component	"b'\\U0001f6b6'"
252	🥈	main_component	"b'\\U0001f948'"
253	🅿	main_component	"b'\\U0001f17f'"
254	👕	main_component	"b'\\U0001f455'"
255	🏳	main_component	"b'\\U0001f3f3'"
256	🅰	main_component	"b'\\U0001f170'"
257	🦸	main_component	"b'\\U0001f9b8'"
258	🤟	main_component	"b'\\U0001f91f'"
259	👽	main_component	"b'\\U0001f47d'"
260	🍉	main_component	"b'\\U0001f349'"
261	🤾	main_component	"b'\\U0001f93e'"
262	💣	main_component	"b'\\U0001f4a3'"
263	🐑	main_component	"b'\\U0001f411'"
264	🌆	main_component	"b'\\U0001f306'"
265	🆎	main_component	"b'\\U0001f18e'"
266	🍡	main_component	"b'\\U0001f361'"
267	⏳	main_component	"b'\\u23f3'"
268	🎻	main_component	"b'\\U0001f3bb'"
269	☝	main_component	"b'\\u261d'"
270	🍼	main_component	"b'\\U0001f37c'"
271	🦄	main_component	"b'\\U0001f984'"
272	💧	main_component	"b'\\U0001f4a7'"
273	💺	main_component	"b'\\U0001f4ba'"
274	🧟	main_component	"b'\\U0001f9df'"
275	🕧	main_component	"b'\\U0001f567'"
276	⛺	main_component	"b'\\u26fa'"
277	🤝	main_component	"b'\\U0001f91d'"
278	🦷	main_component	"b'\\U0001f9b7'"
279	👘	main_component	"b'\\U0001f458'"
280	🥗	main_component	"b'\\U0001f957'"
281	🆕	main_component	"b'\\U0001f195'"
282	🦔	main_component	"b'\\U0001f994'"
283	🏐	main_component	"b'\\U0001f3d0'"
284	🌟	main_component	"b'\\U0001f31f'"
285	⛸	main_component	"b'\\u26f8'"
286	📃	main_component	"b'\\U0001f4c3'"
287	🕛	main_component	"b'\\U0001f55b'"
288	🍠	main_component	"b'\\U0001f360'"
289	💮	main_component	"b'\\U0001f4ae'"
290	👎	main_component	"b'\\U0001f44e'"
291	🦆	main_component	"b'\\U0001f986'"
292	♎	main_component	"b'\\u264e'"
293	🔑	main_component	"b'\\U0001f511'"
294	↘	main_component	"b'\\u2198'"
295	🍿	main_component	"b'\\U0001f37f'"
296	⬆	main_component	"b'\\u2b06'"
297	🤞	main_component	"b'\\U0001f91e'"
298	🎨	main_component	"b'\\U0001f3a8'"
299	🦜	main_component	"b'\\U0001f99c'"
300	❣	main_component	"b'\\u2763'"
301	🥽	main_component	"b'\\U0001f97d'"
302	🥭	main_component	"b'\\U0001f96d'"
303	🖊	main_component	"b'\\U0001f58a'"
304	🏩	main_component	"b'\\U0001f3e9'"
305	🙏	main_component	"b'\\U0001f64f'"
306	🔁	main_component	"b'\\U0001f501'"
307	🧦	main_component	"b'\\U0001f9e6'"
308	🔈	main_component	"b'\\U0001f508'"
309	😾	main_component	"b'\\U0001f63e'"
310	🥰	main_component	"b'\\U0001f970'"
311	🧹	main_component	"b'\\U0001f9f9'"
312	📂	main_component	"b'\\U0001f4c2'"
313	😸	main_component	"b'\\U0001f638'"
314	🐢	main_component	"b'\\U0001f422'"
315	🤢	main_component	"b'\\U0001f922'"
316	🕢	main_component	"b'\\U0001f562'"
317	🎰	main_component	"b'\\U0001f3b0'"
318	🧁	main_component	"b'\\U0001f9c1'"
319	☕	main_component	"b'\\u2615'"
320	💽	main_component	"b'\\U0001f4bd'"
321	📗	main_component	"b'\\U0001f4d7'"
322	👡	main_component	"b'\\U0001f461'"
323	🤨	main_component	"b'\\U0001f928'"
324	📧	main_component	"b'\\U0001f4e7'"
325	🐅	main_component	"b'\\U0001f405'"
326	🕗	main_component	"b'\\U0001f557'"
327	🖍	main_component	"b'\\U0001f58d'"
328	✅	main_component	"b'\\u2705'"
329	🕺	main_component	"b'\\U0001f57a'"
330	🏆	main_component	"b'\\U0001f3c6'"
331	🚋	main_component	"b'\\U0001f68b'"
332	⌚	main_component	"b'\\u231a'"
333	🐕	main_component	"b'\\U0001f415'"
334	🤧	main_component	"b'\\U0001f927'"
335	⚜	main_component	"b'\\u269c'"
336	✌	main_component	"b'\\u270c'"
337	🍥	main_component	"b'\\U0001f365'"
338	🔥	main_component	"b'\\U0001f525'"
339	🦳	main_component	"b'\\U0001f9b3'"
340	👩	main_component	"b'\\U0001f469'"
341	7	main_component	b'7'
342	🤙	main_component	"b'\\U0001f919'"
343	😗	main_component	"b'\\U0001f617'"
344	🚂	main_component	"b'\\U0001f682'"
345	🏈	main_component	"b'\\U0001f3c8'"
346	🤕	main_component	"b'\\U0001f915'"
347	↕	main_component	"b'\\u2195'"
348	⛰	main_component	"b'\\u26f0'"
349	🧝	main_component	"b'\\U0001f9dd'"
350	🏴	main_component	"b'\\U0001f3f4'"
351	🗽	main_component	"b'\\U0001f5fd'"
352	🤛	main_component	"b'\\U0001f91b'"
353	🐃	main_component	"b'\\U0001f403'"
354	♍	main_component	"b'\\u264d'"
355	⏰	main_component	"b'\\u23f0'"
356	🈷	main_component	"b'\\U0001f237'"
357	🐻	main_component	"b'\\U0001f43b'"
358	🚲	main_component	"b'\\U0001f6b2'"
359	👤	main_component	"b'\\U0001f464'"
360	🏫	main_component	"b'\\U0001f3eb'"
361	❔	main_component	"b'\\u2754'"
362	🤽	main_component	"b'\\U0001f93d'"
363	🥢	main_component	"b'\\U0001f962'"
364	⛳	main_component	"b'\\u26f3'"
365	🏦	main_component	"b'\\U0001f3e6'"
366	🍔	main_component	"b'\\U0001f354'"
367	0	main_component	b'0'
368	🤹	main_component	"b'\\U0001f939'"
369	🌯	main_component	"b'\\U0001f32f'"
370	🤫	main_component	"b'\\U0001f92b'"
371	📩	main_component	"b'\\U0001f4e9'"
372	🐼	main_component	"b'\\U0001f43c'"
373	🚰	main_component	"b'\\U0001f6b0'"
374	⤵	main_component	"b'\\u2935'"
375	⚪	main_component	"b'\\u26aa'"
376	🏋	main_component	"b'\\U0001f3cb'"
377	🌁	main_component	"b'\\U0001f301'"
378	🕉	main_component	"b'\\U0001f549'"
379	🕎	main_component	"b'\\U0001f54e'"
380	🙇	main_component	"b'\\U0001f647'"
381	🧡	main_component	"b'\\U0001f9e1'"
382	🛄	main_component	"b'\\U0001f6c4'"
383	⛴	main_component	"b'\\u26f4'"
384	😹	main_component	"b'\\U0001f639'"
385	🚘	main_component	"b'\\U0001f698'"
386	📍	main_component	"b'\\U0001f4cd'"
387	🌒	main_component	"b'\\U0001f312'"
388	🎦	main_component	"b'\\U0001f3a6'"
389	🎮	main_component	"b'\\U0001f3ae'"
390	📿	main_component	"b'\\U0001f4ff'"
391	⬛	main_component	"b'\\u2b1b'"
392	🖨	main_component	"b'\\U0001f5a8'"
393	📛	main_component	"b'\\U0001f4db'"
394	🛩	main_component	"b'\\U0001f6e9'"
395	😃	main_component	"b'\\U0001f603'"
396	🃏	main_component	"b'\\U0001f0cf'"
397	🤤	main_component	"b'\\U0001f924'"
398	🔅	main_component	"b'\\U0001f505'"
399	💟	main_component	"b'\\U0001f49f'"
400	🚾	main_component	"b'\\U0001f6be'"
401	🈵	main_component	"b'\\U0001f235'"
402	🈂	main_component	"b'\\U0001f202'"
403	🌀	main_component	"b'\\U0001f300'"
404	💋	main_component	"b'\\U0001f48b'"
405	🀄	main_component	"b'\\U0001f004'"
406	🧜	main_component	"b'\\U0001f9dc'"
407	🕊	main_component	"b'\\U0001f54a'"
408	🥺	main_component	"b'\\U0001f97a'"
409	🎛	main_component	"b'\\U0001f39b'"
410	📋	main_component	"b'\\U0001f4cb'"
411	♑	main_component	"b'\\u2651'"
412	🚈	main_component	"b'\\U0001f688'"
413	🧿	main_component	"b'\\U0001f9ff'"
414	🎯	main_component	"b'\\U0001f3af'"
415	🎙	main_component	"b'\\U0001f399'"
416	🆒	main_component	"b'\\U0001f192'"
417	🤖	main_component	"b'\\U0001f916'"
418	🍗	main_component	"b'\\U0001f357'"
419	🐍	main_component	"b'\\U0001f40d'"
420	🧶	main_component	"b'\\U0001f9f6'"
421	👺	main_component	"b'\\U0001f47a'"
422	🦙	main_component	"b'\\U0001f999'"
423	🤗	main_component	"b'\\U0001f917'"
424	🚝	main_component	"b'\\U0001f69d'"
425	🛍	main_component	"b'\\U0001f6cd'"
426	😤	main_component	"b'\\U0001f624'"
427	🌡	main_component	"b'\\U0001f321'"
428	🦶	main_component	"b'\\U0001f9b6'"
429	👻	main_component	"b'\\U0001f47b'"
430	💝	main_component	"b'\\U0001f49d'"
431	🤺	main_component	"b'\\U0001f93a'"
432	🥉	main_component	"b'\\U0001f949'"
433	📑	main_component	"b'\\U0001f4d1'"
434	😝	main_component	"b'\\U0001f61d'"
435	🙊	main_component	"b'\\U0001f64a'"
436	💙	main_component	"b'\\U0001f499'"
437	🕯	main_component	"b'\\U0001f56f'"
438	⚖	main_component	"b'\\u2696'"
439	🐌	main_component	"b'\\U0001f40c'"
440	✡	main_component	"b'\\u2721'"
441	🦚	main_component	"b'\\U0001f99a'"
442	🤓	main_component	"b'\\U0001f913'"
443	🥖	main_component	"b'\\U0001f956'"
444	🌐	main_component	"b'\\U0001f310'"
445	🏪	main_component	"b'\\U0001f3ea'"
446	🐁	main_component	"b'\\U0001f401'"
447	⛩	main_component	"b'\\u26e9'"
448	☔	main_component	"b'\\u2614'"
449	⬅	main_component	"b'\\u2b05'"
450	🍱	main_component	"b'\\U0001f371'"
451	🧞	main_component	"b'\\U0001f9de'"
452	↔	main_component	"b'\\u2194'"
453	🧒	main_component	"b'\\U0001f9d2'"
454	🕡	main_component	"b'\\U0001f561'"
455	🗂	main_component	"b'\\U0001f5c2'"
456	🦢	main_component	"b'\\U0001f9a2'"
457	🍏	main_component	"b'\\U0001f34f'"
458	🕟	main_component	"b'\\U0001f55f'"
459	🤩	main_component	"b'\\U0001f929'"
460	🍐	main_component	"b'\\U0001f350'"
461	🕶	main_component	"b'\\U0001f576'"
462	🌤	main_component	"b'\\U0001f324'"
463	🦞	main_component	"b'\\U0001f99e'"
464	🐥	main_component	"b'\\U0001f425'"
465	🐠	main_component	"b'\\U0001f420'"
466	💕	main_component	"b'\\U0001f495'"
467	🚕	main_component	"b'\\U0001f695'"
468	🤘	main_component	"b'\\U0001f918'"
469	🍾	main_component	"b'\\U0001f37e'"
470	🥝	main_component	"b'\\U0001f95d'"
471	5	main_component	b'5'
472	🛠	main_component	"b'\\U0001f6e0'"
473	🙆	main_component	"b'\\U0001f646'"
474	⛪	main_component	"b'\\u26ea'"
475	😨	main_component	"b'\\U0001f628'"
476	😼	main_component	"b'\\U0001f63c'"
477	🌰	main_component	"b'\\U0001f330'"
478	🍌	main_component	"b'\\U0001f34c'"
479	🚅	main_component	"b'\\U0001f685'"
480	💹	main_component	"b'\\U0001f4b9'"
481	🥄	main_component	"b'\\U0001f944'"
482	☀	main_component	"b'\\u2600'"
483	🎺	main_component	"b'\\U0001f3ba'"
484	🔫	main_component	"b'\\U0001f52b'"
485	🔭	main_component	"b'\\U0001f52d'"
486	🔤	main_component	"b'\\U0001f524'"
487	🛹	main_component	"b'\\U0001f6f9'"
488	🎠	main_component	"b'\\U0001f3a0'"
489	🌋	main_component	"b'\\U0001f30b'"
490	🚼	main_component	"b'\\U0001f6bc'"
491	🍪	main_component	"b'\\U0001f36a'"
492	🏘	main_component	"b'\\U0001f3d8'"
493	😓	main_component	"b'\\U0001f613'"
494	⚫	main_component	"b'\\u26ab'"
495	🔆	main_component	"b'\\U0001f506'"
496	㊙	main_component	"b'\\u3299'"
497	🤚	main_component	"b'\\U0001f91a'"
498	🐧	main_component	"b'\\U0001f427'"
499	🎱	main_component	"b'\\U0001f3b1'"
500	🧰	main_component	"b'\\U0001f9f0'"
501	☯	main_component	"b'\\u262f'"
502	😕	main_component	"b'\\U0001f615'"
503	💎	main_component	"b'\\U0001f48e'"
504	🌍	main_component	"b'\\U0001f30d'"
505	🕖	main_component	"b'\\U0001f556'"
506	🍕	main_component	"b'\\U0001f355'"
507	🔮	main_component	"b'\\U0001f52e'"
508	🥾	main_component	"b'\\U0001f97e'"
509	🚄	main_component	"b'\\U0001f684'"
510	🔞	main_component	"b'\\U0001f51e'"
511	🕝	main_component	"b'\\U0001f55d'"
512	🥋	main_component	"b'\\U0001f94b'"
513	💘	main_component	"b'\\U0001f498'"
514	🥡	main_component	"b'\\U0001f961'"
515	🚔	main_component	"b'\\U0001f694'"
516	☑	main_component	"b'\\u2611'"
517	😻	main_component	"b'\\U0001f63b'"
518	🍧	main_component	"b'\\U0001f367'"
519	🌭	main_component	"b'\\U0001f32d'"
520	🧣	main_component	"b'\\U0001f9e3'"
521	🧔	main_component	"b'\\U0001f9d4'"
522	🤬	main_component	"b'\\U0001f92c'"
523	🌶	main_component	"b'\\U0001f336'"
524	🏂	main_component	"b'\\U0001f3c2'"
525	😅	main_component	"b'\\U0001f605'"
526	🎆	main_component	"b'\\U0001f386'"
527	👷	main_component	"b'\\U0001f477'"
528	🗑	main_component	"b'\\U0001f5d1'"
529	🤣	main_component	"b'\\U0001f923'"
530	😩	main_component	"b'\\U0001f629'"
531	🌞	main_component	"b'\\U0001f31e'"
532	☘	main_component	"b'\\u2618'"
533	📒	main_component	"b'\\U0001f4d2'"
534	🍣	main_component	"b'\\U0001f363'"
535	📈	main_component	"b'\\U0001f4c8'"
536	💿	main_component	"b'\\U0001f4bf'"
537	⚕	main_component	"b'\\u2695'"
538	🕳	main_component	"b'\\U0001f573'"
539	🕣	main_component	"b'\\U0001f563'"
540	🎈	main_component	"b'\\U0001f388'"
541	🚸	main_component	"b'\\U0001f6b8'"
542	👿	main_component	"b'\\U0001f47f'"
543	⭕	main_component	"b'\\u2b55'"
544	👀	main_component	"b'\\U0001f440'"
545	😳	main_component	"b'\\U0001f633'"
546	💠	main_component	"b'\\U0001f4a0'"
547	🌌	main_component	"b'\\U0001f30c'"
548	🐯	main_component	"b'\\U0001f42f'"
549	🐹	main_component	"b'\\U0001f439'"
550	🐔	main_component	"b'\\U0001f414'"
551	🍸	main_component	"b'\\U0001f378'"
552	🔺	main_component	"b'\\U0001f53a'"
553	🌗	main_component	"b'\\U0001f317'"
554	🏬	main_component	"b'\\U0001f3ec'"
555	🔳	main_component	"b'\\U0001f533'"
556	🦒	main_component	"b'\\U0001f992'"
557	🙅	main_component	"b'\\U0001f645'"
558	🦏	main_component	"b'\\U0001f98f'"
559	🏟	main_component	"b'\\U0001f3df'"
560	🌊	main_component	"b'\\U0001f30a'"
561	📼	main_component	"b'\\U0001f4fc'"
562	🐿	main_component	"b'\\U0001f43f'"
563	🐐	main_component	"b'\\U0001f410'"
564	🍰	main_component	"b'\\U0001f370'"
565	🍵	main_component	"b'\\U0001f375'"
566	➰	main_component	"b'\\u27b0'"
567	🧳	main_component	"b'\\U0001f9f3'"
568	🔛	main_component	"b'\\U0001f51b'"
569	😌	main_component	"b'\\U0001f60c'"
570	◀	main_component	"b'\\u25c0'"
571	🦇	main_component	"b'\\U0001f987'"
572	🐵	main_component	"b'\\U0001f435'"
573	🕸	main_component	"b'\\U0001f578'"
574	🏵	main_component	"b'\\U0001f3f5'"
575	👓	main_component	"b'\\U0001f453'"
576	🚀	main_component	"b'\\U0001f680'"
577	🎄	main_component	"b'\\U0001f384'"
578	💐	main_component	"b'\\U0001f490'"
579	⏲	main_component	"b'\\u23f2'"
580	🏚	main_component	"b'\\U0001f3da'"
581	🚴	main_component	"b'\\U0001f6b4'"
582	⏹	main_component	"b'\\u23f9'"
583	🚱	main_component	"b'\\U0001f6b1'"
584	👋	main_component	"b'\\U0001f44b'"
585	👶	main_component	"b'\\U0001f476'"
586	♥	main_component	"b'\\u2665'"
587	📽	main_component	"b'\\U0001f4fd'"
588	🔄	main_component	"b'\\U0001f504'"
589	🥓	main_component	"b'\\U0001f953'"
590	✳	main_component	"b'\\u2733'"
591	〰	main_component	"b'\\u3030'"
592	🌈	main_component	"b'\\U0001f308'"
593	🎵	main_component	"b'\\U0001f3b5'"
594	🗄	main_component	"b'\\U0001f5c4'"
595	🅱	main_component	"b'\\U0001f171'"
596	🍽	main_component	"b'\\U0001f37d'"
597	🐗	main_component	"b'\\U0001f417'"
598	🏮	main_component	"b'\\U0001f3ee'"
599	🛢	main_component	"b'\\U0001f6e2'"
600	🕦	main_component	"b'\\U0001f566'"
601	🥍	main_component	"b'\\U0001f94d'"
602	🌦	main_component	"b'\\U0001f326'"
603	🚎	main_component	"b'\\U0001f68e'"
604	⚱	main_component	"b'\\u26b1'"
